destination_radar,destination_radar_fr,destination_radar_en,homeport_destination_radar,ferme_bureau,tonnage,departure_fr,destination_fr,ship_id,ship_name,departure_action,destination_action,departure_out_date,destination_in_date,source_doc_id
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Tonnay-Charente,0007532N,Saint Francois,Out,In,1789=04=25,1789>04>25,00341716
Local,Local,Local,Local,Marans,22,Marans,île d'Oléron,0006487N,Marie Magdeleine,Out,In,1789=04=29,1789>04>29,00334899
France,France,France,France,Marennes,54,Marennes,Bordeaux,,Saint Francois,Out,In,1789=05=01,1789>05>01,00338855
Local,Local,Local,Local,Tonnay-Charente,160,Tonnay-Charente,Marennes,,Hazard,Out,In,1789=08=17,1789>08>17,00341021
France,France,France,France,Les Sables-d'Olonne,19,Les Sables-d'Olonne,Bordeaux,,Saint André,Out,In,1789=07=06,1789>07>06,00339020
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Moricq,,Catherine Francoise,Out,In,1789=03=16,1789>03>16,00340965
Local,Local,Local,France,La Rochelle,28,La Rochelle,île d'Oléron,,Notre Dame de Bon Secour,Out,In,1789=05=18,1789>05>18,00340819
France,France,France,Local,Saint-Martin-de-Ré,15,Ars-en-Ré,Concarneau,,Saint Pierre,Out,In,1789=08=12,1789>08>12,00338419
Local,Local,Local,Local,Marennes,20,La Perrotine,Soubise,,Sosieté,Out,In,1789=11=03,1789>11>03,00339808
Europe,Europe,Europe,Local,Les Sables-d'Olonne,16,Saint-Michel-en-l'Herm,pas identifié,,Fils Unique,Out,In,1789=06=09,1789>06>09,00341136
Local,Local,Local,Local,Tonnay-Charente,39,Tonnay-Charente,île d'Oléron,0006313N,Marie Theophile,Out,In,1789=10=04,1789>10>04,00340779
France,France,France,France,Tonnay-Charente,62,Tonnay-Charente,Nantes,,Saint Pierre,Out,In,1789=07=24,1789>07>24,00340901
Local,Local,Local,Local,Tonnay-Charente,39,Tonnay-Charente,île de Ré,0006313N,Marie Theophile,Out,In,1789=02=19,1789>02>19,00340647
Local,Local,Local,Local,Tonnay-Charente,35,Tonnay-Charente,Royan,0007494N,Marie Elizabeth,Out,In,1789=06=19,1789>06>19,00340489
France,France,France,France,Les Sables-d'Olonne,35,Noirmoutier,Nantes,,Jeune Bonne Nouvelle,Out,In,1789=03=26,1789>03>26,00337532
France,France,France,France,Les Sables-d'Olonne,28,Noirmoutier,Nantes,0006632N,Jeanne François,Out,In,1789=06=09,1789>06>09,00337610
Local,Local,Local,France,La Rochelle,130,La Rochelle,île de Ré,,Nascelle,Out,In,1789=11=06,1789>11>06,00341435
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Châlon,,Deux Amis,Out,In,1789=05=07,1789>05>07,00341871
France,France,France,France,Marennes,10,Ribérou,Côtes de Bretagne,0006451N,Sainte Anne,Out,In,1789=07=27,1789>07>27,00336344
Local,Local,Local,Local,Marennes,18,Ribérou,île d'Oléron,0008700N,Saint Joseph,Out,In,1789=07=11,1789>07>11,00333172
Europe,Europe,Europe,Local,Marans,15,Marans,pas identifié,0006487N,Marie Lagrange,Out,In,1789=06=16,1789>06>16,00335010
Local,Local,Local,Local,Marennes,36,Ribérou,île d'Oléron,,Marianne,Out,In,1789=04=20,1789>04>20,00333176
Local,Local,Local,France,Saint-Martin-de-Ré,30,Saint-Martin-de-Ré,île d'Oléron,,Augustin,Out,In,1789=10=25,1789>10>25,00336175
France,France,France,France,Marennes,10,Ribérou,Côtes de Bretagne,,Sainte Anne,Out,In,1789=10=03,1789>10>03,00336440
France,France,France,France,Marennes,52,Marennes,Caen ,,Victoire,Out,In,1789=04=17,1789>04>17,00338749
Europe,Europe,Europe,Europe,Marennes,176,Marennes,Amsterdam,,Dame Helenne Maria,Out,In,1789=06=20,1789>06>20,00339172
Local,Local,Local,Local,Rochefort,6,Rochefort,île d'Oléron,,Elizabeth,Out,In,1789=12=02,1789>12>02,00340146
France,France,France,France,La Rochelle,15,La Rochelle,Le Croisic,0020967N,Saint Jean,Out,In,1789=07=29,1789>07>29,00341550
France,France,France,France,Marennes,10,Ribérou,Côtes de Bretagne,0006648N,Marie Françoise,Out,In,1789=08=24,1789>08>24,00336394
France,France,France,France,Les Sables-d'Olonne,10,Les Sables-d'Olonne,Côtes de Bretagne,0006648N,Marie Françoise,Out,In,1789=08=28,1789>08>28,00338395
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,île de Ré,0006876N,Providance,Out,In,1789=05=09,1789>05>09,00340673
Local,Local,Local,Local,Tonnay-Charente,38,Tonnay-Charente,La Rochelle,,Saint Pierre,Out,In,1789=09=03,1789>09>03,00341323
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Moricq,,Guillaume,Out,In,1789=08=08,1789>08>08,00340941
Local,Local,Local,Local,Marans,14,Marans,Le Plomb,0021541N,Saint Louis,Out,In,1789=08=26,1789>08>26,00332941
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Dercie,0007382N,Marie Charlotte,Out,In,1789=11=14,1789>11>14,00341523
France,France,France,France,Saint-Martin-de-Ré,30,La Flotte-en-Ré,Côtes de Bretagne,,Saint Michel,In-Out,In,1789=07=06,1789>07>06,00332687
France,France,France,France,Marennes,10,Ribérou,Côtes de Bretagne,,Marie Françoise,Out,In,1789=07=27,1789>07>27,00336345
France,France,France,France,Marennes,10,Ribérou,Côtes de Bretagne,,Sainte Anne,Out,In,1789=08=03,1789>08>03,00336352
France,France,France,France,Marans,28,Marans,Côtes de Bretagne,,Marie Louis,Out,In,1789=09=14,1789>09>14,00336590
Europe,Europe,Europe,Europe,Les Sables-d'Olonne,148,Noirmoutier,Mer Baltique,,Jeune Catherine,Out,In,1789=05=09,1789>05>09,00339148
Local,Local,Local,France,Rochefort,60,Rochefort,Marennes,0001177N,Providence,Out,In,1789=10=14,1789>10>14,00340215
France,France,France,France,La Rochelle,52,La Rochelle,Bordeaux,0001199N,Jeanne,Out,In,1789=08=18,1789>08>18,00342031
Local,Local,Local,Local,La Rochelle,50,La Rochelle,Rochefort,0004179N,Deux Cousins,Out,In,1789=02=18,1789>02>18,00340552
Local,Local,Local,Local,Marans,20,Marans,Rochefort,0007346N,Saint Jacques,Out,In,1789=01=29,1789>01>29,00333655
France,France,France,Local,Marans,24,Marans,Bordeaux,0007346N,Saint Jacques,Out,In,1789=02=14,1789>02>14,00334982
Local,Local,Local,Local,Saint-Martin-de-Ré,35,Saint-Martin-de-Ré,Rochefort,0008651N,Saint Pierre,Out,In,1789=03=23,1789>03>23,00337091
Local,Local,Local,Local,Marans,38,Marans,Tonnay-Charente,0008651N,Saint Pierre,Out,In,1789=06=12,1789>06>12,00332631
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,Royan,0009695N,Saint Jacques,Out,In,1789=07=15,1789>07>15,00340494
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0009643N,Françoise,Out,In,1789=05=19,1789>05>19,00333311
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Moricq,,Catherine Francoise,Out,In,1789=08=22,1789>08>22,00340942
Local,Local,Local,Local,Marans,30,Marans,La Rochelle,,Marie Antoine,Out,In,1789=12=05,1789>12>05,00332869
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,10,Noirmoutier,Pornic,,Susanne,Out,In,1789=05=22,1789>05>23,00333218
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,6,Noirmoutier,Pornic,,Marie Susanne,Out,In,1789=05=22,1789>05>23,00333219
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,,Françoise,Out,In,1789=11=05,1789>11>05,00333370
France,France,France,Local,Les Sables-d'Olonne,26,Saint-Michel-en-l'Herm,Bordeaux,0010374N,Madelaine,Out,In,1789=06=03,1789>06>03,00342038
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,,Roché,Out,In,1789=05=18,1789>05>18,00340574
France,France,France,France,Marennes,75,Marennes,Saint-Valéry-en-Caux,,Saint Mathieu,Out,In,1789=04=28,1789>04>28,00337271
Local,Local,Local,Local,Saint-Martin-de-Ré,15,Ars-en-Ré,Moricq,,Don de Dieu,Out,In,1789=11=20,1789>11>20,00340189
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,Tonnay-Charente,150,Tonnay-Charente,Londres,,Lucie,Out,In,1789=11=21,1789>11>21,00341119
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Local,Tonnay-Charente,42,Tonnay-Charente,Lorient,0002710N,Marie Françoise,Out,In,1789=09=12,1789>09>12,00341078
Local,Local,Local,Local,La Rochelle,39,La Rochelle,Tonnay-Charente,0006313N,Marie Theophile,Out,In,1789=02=05,1789>02>05,00341667
France,France,France,France,La Rochelle,14,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=09=07,1789>09>07,00341584
Local,Local,Local,France,Rochefort,15,Rochefort,Marennes,0006464N,Esperance,Out,In,1789=06=18,1789>06>18,00337201
France,France,France,Local,Les Sables-d'Olonne,26,île de Bouin,Nantes,0007721N,Magdeleine,Out,In,1789=11=23,1789>11>23,00339297
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,Royan,0009695N,Saint Jacques,Out,In,1789=06=12,1789>06>12,00340488
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,Royan,0009695N,Saint Jacques,Out,In,1789=05=11,1789>05>11,00340486
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0009942N,Rochér,Out,In,1789=10=02,1789>10>02,00340603
France,France,France,France,Rochefort,40,Rochefort,Bordeaux,0012910N,Saint Martin,Out,In,1789=04=16,1789>04>16,00333029
Local,Local,Local,Local,Tonnay-Charente,30,Tonnay-Charente,La Rochelle,0021995N,Marie Suzanne,Out,In,1789=09=09,1789>09>09,00341329
Local,Local,Local,Local,Marans,30,Marans,La Rochelle,,Marie Antoine,Out,In,1789=06=06,1789>06>06,00332855
Local,Local,Local,Local,Marennes,20,La Perrotine,La Rochelle,,Deux Freres,Out,In,1789=04=20,1789>04>20,00333466
Local,Local,Local,Local,Saint-Martin-de-Ré,15,Saint-Martin-de-Ré,La Rochelle,,Marie,Out,In,1789=07=01,1789>07>01,00337130
Local,Local,Local,Local,Saint-Martin-de-Ré,17,Saint-Martin-de-Ré,La Rochelle,,Saint Louis,Out,In,1789=07=08,1789>07>08,00337131
Local,Local,Local,Local,La Rochelle,18,La Rochelle,Marennes,,Félicité,Out,In,1789=05=19,1789>05>19,00340977
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Moricq,,Guillaume,Out,In,1789=05=14,1789>05>14,00340929
France,France,France,France,Les Sables-d'Olonne,25,île de Bouin,Nantes,,Hyrondelle,Out,In,1789=05=27,1789>05>27,00337491
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Châlon,,Deux Freres,Out,In,1789=11=26,1789>11>26,00341926
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,Tonnay-Charente,50,Tonnay-Charente,Guernesey,,Reine,Out,In,1789=04=04,1789>04>04,00341478
France,France,France,France,La Rochelle,26,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=07=13,1789>07>13,00341534
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Châlon,0006469N,Marie Marguérite,Out,In,1789=06=27,1789>06>27,00341891
Europe,Europe,Europe,Europe,La Rochelle,90,La Rochelle,Brême,,Jeune Jean Hendrick,Out,In,1789=04=23,1789>04>23,00341970
Local,Local,Local,Local,La Rochelle,27,La Rochelle,Brouage ,,Saint Jean,Out,In,1789=11=28,1789>11>28,00341959
France,France,France,France,La Rochelle,18,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=09=23,1789>09>23,00341597
France,France,France,France,Marans,4,Marans,Côtes de Bretagne,0007077N,Marie Olive,Out,In,1789=09=26,1789>09>26,00336601
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Châlon,,Benigne,Out,In,1789=07=10,1789>07>10,00341895
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,La Rochelle,165,La Rochelle,Londres,,Quaker,Out,In,1789=09=21,1789>09>21,00341125
France,France,France,France,Marans,4,Marans,Côtes de Bretagne,0021197N,Marie Jean François,Out,In,1789=08=25,1789>08>25,00336570
Local,Local,Local,Local,La Rochelle,37,La Rochelle,Marans,0006327N,Aimable Solide,Out,In,1789=08=14,1789>08>14,00342106
France,France,France,France,Saint-Martin-de-Ré,16,Saint-Martin-de-Ré,Quiberon,,Emanuel,Out,In,1789=10=01,1789>10>01,00336134
France,France,France,Local,Marennes,30,Marennes,Libourne,,Saint Luc,Out,In,1789=05=07,1789>05>07,00337706
Reste du monde,Reste du monde,Rest of the world,Reste du monde,Saint-Martin-de-Ré,80,Ars-en-Ré,Boston,,Joseph,Out,In,1789=06=20,1789>06>20,00338806
Europe,Europe,Europe,Europe,Saint-Martin-de-Ré,70,Saint-Martin-de-Ré,Bergue ,,Esperance,Out,In,1789=10=17,1789>10>17,00339055
France,France,France,France,Marennes,15,La Perrotine,Belle-Île-en-Mer,,Marie Taraire,Out,In,1789=10=16,1789>10>16,00340008
Local,Local,Local,Local,La Rochelle,38,La Rochelle,Tonnay-Charente,0006507N,Angélique,Out,In,1789=08=19,1789>08>19,00341782
Local,Local,Local,Local,Tonnay-Charente,30,Tonnay-Charente,La Rochelle,0021995N,Marie Suzanne,Out,In,1789=07=01,1789>07>01,00341279
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,La Rochelle,,Saint François,Out,In,1789=08=13,1789>08>13,00341310
Local,Local,Local,Local,La Rochelle,39,La Rochelle,Saint-Martin-de-Ré,0006492N,Saint Nicolas,Out,In,1789=04=25,1789>04>25,00340424
Local,Local,Local,France,La Rochelle,20,La Rochelle,île d'Oléron,0006498N,Reine des Anges,Out,In,1789=05=04,1789>05>04,00340811
Local,Local,Local,France,La Rochelle,28,La Rochelle,île d'Oléron,,Sainte Marguérite,Out,In,1789=10=06,1789>10>06,00340864
Local,Local,Local,France,La Rochelle,100,La Rochelle,île de Ré,,Deux Freres,Out,In,1789=09=24,1789>09>24,00341433
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Marennes,0006314N,Franc Masson,Out,In,1789=11=19,1789>11>19,00340997
France,France,France,France,La Rochelle,20,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=08=31,1789>08>31,00341579
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,12,Noirmoutier,Courreaux de Groix,0007136N,Jeanne Cécile,Out,In,1789=12=05,1789>12>05,00341524
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,Saint-Martin-de-Ré,100,Ars-en-Ré,Teignmouth,,Céres,Out,In,1789=03=11,1789>03>11,00337255
Europe,Europe,Europe,Europe,Saint-Martin-de-Ré,100,La Flotte-en-Ré,Stavanger,,Emanuel,In-Out,In,1789=07=11,1789>07>11,00337258
France,France,France,France,Saint-Martin-de-Ré,52,Ars-en-Ré,Saint-Malo,,Heureuse Marie,Out,In,1789=08=12,1789>08>12,00337322
France,France,France,France,Marennes,34,Marennes,Belle-Île-en-Mer,,La Nouvelle Union,Out,In,1789=08=12,1789>08>12,00339996
France,France,France,France,Marennes,28,Saint-Denis d'Oléron,Belle-Île-en-Mer,,Saint Antoine,Out,In,1789=07=17,1789>07>17,00340003
France,France,France,France,La Rochelle,10,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=08=29,1789>08>29,00341578
Local,Local,Local,Local,Tonnay-Charente,39,Tonnay-Charente,La Rochelle,0006313N,Marie Theophile,Out,In,1789=03=26,1789>03>26,00341222
Local,Local,Local,Local,La Rochelle,38,La Rochelle,Tonnay-Charente,0006507N,Angélique,Out,In,1789=07=31,1789>07>31,00341771
Local,Local,Local,Local,Tonnay-Charente,38,Tonnay-Charente,La Rochelle,0006507N,Angelique,Out,In,1789=12=21,1789>12>21,00341399
Local,Local,Local,France,Saint-Martin-de-Ré,18,Saint-Martin-de-Ré,Marans,0006648N,Marie Françoise,Out,In,1789=03=05,1789>03>05,00339752
France,France,France,Local,Marennes,29,Marennes,Bordeaux,0007080N,Petit Joseph,Out,In,1789=05=14,1789>05>14,00338864
Local,Local,Local,Local,La Rochelle,39,La Rochelle,Tonnay-Charente,0007723N,Sainte Urstele,Out,In,1789=02=28,1789>02>28,00341674
Local,Local,Local,Local,Tonnay-Charente,39,Tonnay-Charente,La Rochelle,0007723N,Sainte Ustelle,Out,In,1789=06=23,1789>06>23,00341276
Local,Local,Local,Local,Tonnay-Charente,30,Tonnay-Charente,La Rochelle,0021995N,Marie Suzanne,Out,In,1789=05=08,1789>05>08,00341249
Local,Local,Local,Local,Tonnay-Charente,26,Tonnay-Charente,La Rochelle,0021697N,Marie Magdeleine,Out,In,1789=02=14,1789>02>14,00341196
France,France,France,France,Les Sables-d'Olonne,28,Noirmoutier,Nantes,,Belle Poule,Out,In,1789=07=09,1789>07>09,00337620
France,France,France,Local,Marennes,31,Marennes,Bordeaux,,Saint Charles,Out,In,1789=11=04,1789>11>04,00338969
Local,Local,Local,Local,Marennes,20,Marennes,Tonnay-Charente,0001231N,Saint Pierre,Out,In,1789=06=03,1789>06>03,00338536
Local,Local,Local,Local,Tonnay-Charente,38,Tonnay-Charente,La Rochelle,0006507N,Angelique,Out,In,1789=05=30,1789>05>30,00341262
Local,Local,Local,Local,Tonnay-Charente,38,Tonnay-Charente,La Rochelle,0006507N,Angelique,Out,In,1789=07=20,1789>07>20,00341293
Local,Local,Local,Local,La Rochelle,38,La Rochelle,Tonnay-Charente,0006507N,Angélique,Out,In,1789=10=01,1789>10>01,00341809
Local,Local,Local,Local,Tonnay-Charente,38,Tonnay-Charente,La Rochelle,0006507N,Angelique,Out,In,1789=10=22,1789>10>22,00341358
Local,Local,Local,Local,La Rochelle,38,La Rochelle,Tonnay-Charente,0006507N,Angélique,Out,In,1789=12=05,1789>12>05,00341849
Local,Local,Local,Local,La Rochelle,39,La Rochelle,Tonnay-Charente,0007723N,Sainte Ustelle,Out,In,1789=07=06,1789>07>06,00341758
Local,Local,Local,Local,Tonnay-Charente,31,Tonnay-Charente,La Rochelle,,Marie Elizabeth,Out,In,1789=07=09,1789>07>09,00341284
Local,Local,Local,Local,Tonnay-Charente,36,Tonnay-Charente,La Rochelle,,Petite Marie,Out,In,1789=07=13,1789>07>13,00341288
France,France,France,France,La Rochelle,96,La Rochelle,Dieppe,,Vollontaire,Out,In,1789=03=13,1789>03>13,00341513
Local,Local,Local,Local,La Rochelle,24,La Rochelle,île de Ré,0000882N,Espérance,Out,In,1789=05=22,1789>05>22,00341456
France,France,France,France,Marennes,117,Marennes,Honfleur,,Heureux,Out,In,1789=05=28,1789>05>28,00337913
France,France,France,France,La Rochelle,50,La Rochelle,Boulogne-sur-Mer,,Constance Roze,Out,In,1789=05=23,1789>05>23,00341988
Local,Local,Local,France,La Rochelle,45,La Rochelle,île d'Oléron,,Six Freres,Out,In,1789=05=27,1789>05>27,00340822
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,62,Marennes,Bayonne,,Saint Louis,Out,In,1789=08=03,1789>08>03,00339086
France,France,France,France,La Rochelle,55,La Rochelle,Boulogne-sur-Mer,,Frederic,Out,In,1789=02=12,1789>02>12,00341987
Europe,Europe,Europe,France,La Rochelle,75,La Rochelle,Ostende,0008698N,Saint Pierre,Out,In,1789=09=11,1789>09>11,00340755
France,France,France,France,La Rochelle,62,La Rochelle,Abbeville,,Postillon,Out,In,1789=03=02,1789>03>02,00342126
France,France,France,France,La Rochelle,90,La Rochelle,Abbeville,,Prince de Chalons,Out,In,1789=04=06,1789>04>06,00342127
Local,Local,Local,France,Saint-Martin-de-Ré,26,Saint-Martin-de-Ré,Marans,0006298N,Sultane,Out,In,1789=05=07,1789>05>07,00339873
France,France,France,France,Marennes,116,Marennes,Gravelines,0006791N,Marquis de Vaudeems,Out,In,1789=09=04,1789>09>04,00338087
Local,Local,Local,Local,Marennes,36,Marennes,Tonnay-Charente,0007401N,Union,Out,In,1789=04=25,1789>04>25,00338503
France,France,France,France,La Rochelle,16,La Rochelle,Bordeaux,0007572N,Etoile de la Mer,Out,In,1789=05=29,1789>05>29,00342022
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0008489N,Saint Etienne,Out,In,1789=05=02,1789>05>02,00338508
Local,Local,Local,Local,La Rochelle,26,La Rochelle,Marans,0012589N,Folie,Out,In,1789=08=18,1789>08>18,00342107
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Les Sables-d'Olonne,,Marie Anne,Out,In,1789=10=24,1789>10>24,00340481
Local,Local,Local,Local,La Rochelle,100,La Rochelle,Les Sables-d'Olonne,,Emulation,Out,In,1789=06=26,1789>06>26,00340449
France,France,France,France,Marennes,60,Marennes,Bordeaux,,Aimable Marie Louise,Out,In,1789=12=24,1789>12>24,00339001
France,France,France,France,La Rochelle,112,La Rochelle,Rouen,,Abdon,Out,In,1789=10=14,1789>10>14,00340521
Local,Local,Local,Local,La Rochelle,24,La Rochelle,Les Sables-d'Olonne,0000882N,Espérance,Out,In,1789=09=17,1789>09>17,00340479
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,La Rochelle,280,La Rochelle,Bayonne,,L' Espoir,Out,In,1789=12=10,1789>12>10,00342048
France,France,France,France,La Rochelle,170,La Rochelle,Saint-Valéry-sur-Somme,0001789N,Roi David,Out,In,1789=01=16,1789>01>16,00340390
France,France,France,France,La Rochelle,60,La Rochelle,Saint-Valéry-en-Caux,0003812N,Hyver,Out,In,1789=05=06,1789>05>06,00340397
France,France,France,France,Marennes,10,Ribérou,Côtes de Bretagne,,Sainte Anne,Out,In,1789=08=04,1789>08>04,00336353
France,France,France,France,Marennes,40,Ribérou,Nantes,,Rosalie,Out,In,1789=05=01,1789>05>01,00333446
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Local,Tonnay-Charente,55,Tonnay-Charente,Dunkerque,0021924N,Marquise de Brue,Out,In,1789=04=28,1789>04>28,00341502
France,France,France,France,La Rochelle,15,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=08=19,1789>08>19,00341568
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Tonnay-Charente,0007400N,Union,Out,In,1789=09=03,1789>09>03,00341791
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Tonnay-Charente,0007532N,Saint Francois,Out,In,1789=09=26,1789>09>26,00341802
France,France,France,France,La Rochelle,6,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=08=22,1789>08>22,00341573
