destination_radar,homeport_destination_radar,tonnage,departure_fr,destination_fr,ship_id,ship_name,departure_action,destination_action,departure_out_date,destination_in_date,source_doc_id
France,France,28,Noirmoutier,Nantes,,Jeanne François,Out,In,1789=06=09,1789>06>09,00337610
France,Ports francs et petites îles,28,Noirmoutier,Nantes,,Marie Anne,Out,In,1789=06=26,1789>06>26,00337616
France,Ports francs et petites îles,17,Noirmoutier,Nantes,,Saint Jean Baptiste,Out,In,1789=06=27,1789>06>27,00337619
France,Ports francs et petites îles,28,Noirmoutier,Nantes,,Saint Joseph,Out,In,1789=07=09,1789>07>09,00337623
France,Ports francs et petites îles,50,Noirmoutier,Nantes,,Marguerite,Out,In,1789=08=26,1789>08>26,00337628
France,Ports francs et petites îles,30,Noirmoutier,Nantes,,Mignonne,Out,In,1789=09=07,1789>09>07,00337635
France,Ports francs et petites îles,40,Noirmoutier,Nantes,,Marie Joseph,Out,In,1789=09=17,1789>09>17,00337637
France,Ports francs et petites îles,21,Noirmoutier,Nantes,,Jeune Alexis,Out,In,1789=09=18,1789>09>18,00337639
France,France,100,Marennes,Le Havre,,Petit Aimé,Out,In,1789=05=02,1789>05>02,00337786
France,Ports francs et petites îles,17,Noirmoutier,Nantes,,Saint Jean Baptiste,Out,In,1789=10=31,1789>10>31,00337652
France,France,85,Marennes,Le Havre,,Marie Françoise,Out,In,1789=03=27,1789>03>27,00337775
France,France,67,Marennes,Le Havre,,Marie de Grace,Out,In,1789=04=06,1789>04>06,00337781
France,France,121,Marennes,Le Havre,,Princesse Rispigloisi,Out,In,1789=05=01,1789>05>01,00337784
Local,Local,20,La Rochelle,Saint-Martin-de-Ré,,Louise,Out,In,1789=02=16,1789>02>16,00340416
France,France,153,Marennes,Le Havre,,Aimable Société,Out,In,1789=06=26,1789>06>26,00337794
France,France,119,Marennes,Le Havre,,Utille,Out,In,1789=08=22,1789>08>22,00337797
Local,Local,15,Ars-en-Ré,La Rochelle,,Union,Out,In,1789=02=13,1789>02>13,00337801
Local,Local,15,Ars-en-Ré,La Rochelle,,Don de Dieu,Out,In,1789=02=17,1789>02>17,00337802
Local,Local,15,Ars-en-Ré,La Rochelle,,Jeanne Marie,Out,In,1789=03=09,1789>03>09,00337808
Local,Local,15,Ars-en-Ré,La Rochelle,,Jeannette,Out,In,1789=03=31,1789>03>31,00337813
Local,Local,15,Ars-en-Ré,La Rochelle,,Quinzième enfant Louis,Out,In,1789=05=07,1789>05>07,00337817
Local,Local,15,Ars-en-Ré,La Rochelle,,Deux Amis,Out,In,1789=05=09,1789>05>09,00337819
Local,Local,25,La Rochelle,Saint-Martin-de-Ré,,Marie Anne,Out,In,1789=03=09,1789>03>09,00340421
Local,Local,15,Ars-en-Ré,La Rochelle,,Union,Out,In,1789=06=06,1789>06>06,00337821
Local,Local,15,Ars-en-Ré,La Rochelle,,Marie Société,Out,In,1789=06=12,1789>06>12,00337823
Local,Local,15,Ars-en-Ré,La Rochelle,,Jeannette,Out,In,1789=07=29,1789>07>29,00337826
Local,Local,15,Ars-en-Ré,La Rochelle,,Amitié,Out,In,1789=08=26,1789>08>26,00337828
Local,Local,15,Ars-en-Ré,La Rochelle,,Jeanne Marie,Out,In,1789=09=17,1789>09>17,00337831
Local,Local,15,Ars-en-Ré,La Rochelle,,Chameau,Out,In,1789=09=21,1789>09>21,00337832
Local,Local,15,Ars-en-Ré,La Rochelle,,Binjamin,Out,In,1789=10=24,1789>10>24,00337835
Local,Local,15,Ars-en-Ré,La Rochelle,,Saint Louis,Out,In,1789=11=03,1789>11>03,00337838
Local,Local,15,Ars-en-Ré,La Rochelle,,Union,Out,In,1789=11=18,1789>11>18,00337839
Local,Local,15,Ars-en-Ré,La Rochelle,,Valléë de Saint Pierre,Out,In,1789=11=21,1789>11>21,00337841
Local,Local,15,Ars-en-Ré,La Rochelle,,Jeanne Marie,Out,In,1789=11=28,1789>11>28,00337842
Local,Local,53,Marennes,La Rochelle,,Félicité,Out,In,1789=11=30,1789>11>30,00337844
Local,Local,40,Marennes,La Rochelle,,Jeanne Marie,Out,In,1789=11=30,1789>11>30,00337845
Local,Local,19,Marennes,La Rochelle,,Pierre Francois,Out,In,1789=12=02,1789>12>02,00337847
France,France,116,Marennes,Le Havre,,Vaillant,Out,In,1789=07=11,1789>07>11,00338067
Local,Local,25,La Rochelle,Rochefort,,Marianne,Out,In,1789=04=20,1789>04>20,00340566
France,France,201,Marennes,Le Havre,,Jeanne Cécille,Out,In,1789=05=05,1789>05>05,00338064
France,Local,94,Marennes,Gravelines,,Bien Venû,Out,In,1789=05=26,1789>05>26,00338080
France,France,71,Marennes,Gravelines,,Sainte Famille,Out,In,1789=09=01,1789>09>01,00338084
France,Local,57,Marennes,Gravelines,,Société,Out,In,1789=10=03,1789>10>03,00338091
France,France,127,Marennes,Gravelines,,Don de Dieu,Out,In,1789=12=24,1789>12>24,00338097
Local,Local,20,La Rochelle,Rochefort,,Roché,Out,In,1789=04=27,1789>04>27,00340568
Local,Grande-Bretagne,131,La Rochelle,Rochefort,,Frédéric,Out,In,1789=04=17,1789>04>17,00340564
France,France,51,Marennes,Gravelines,,Providance,Out,In,1789=10=05,1789>10>05,00338122
France,France,42,Marennes,Gravelines,,Saint Andronie,Out,In,1789=08=24,1789>08>24,00338114
Local,Local,32,La Rochelle,Les Sables-d'Olonne,,Deux Soeures,Out,In,1789=06=27,1789>06>27,00340450
France,France,90,Noirmoutier,Gravelines,,Revanche,Out,In,1789=04=07,1789>04>07,00338130
France,Ports francs et petites îles,65,Noirmoutier,Étaples ,,Montreuil,Out,In,1789=10=15,1789>10>15,00338174
France,France,66,Marennes,Étaples ,,Saint Jean Evangeliste,Out,In,1789=08=08,1789>08>08,00338179
France,France,66,Marennes,Étaples ,,Saint michel,Out,In,1789=08=31,1789>08>31,00338180
France,Europe,16,Marennes,Bordeaux,,Saint Vincent,Out,In,1789=07=28,1789>07>28,00338894
Local,Local,20,La Rochelle,Moricq,,Catherine Francoise,Out,In,1789=03=16,1789>03>16,00340965
Ports francs et petites îles,Local,76,Marennes,Dunkerque,,Saint Pierre,Out,In,1789=04=10,1789>04>10,00338213
Ports francs et petites îles,Local,58,Marennes,Dunkerque,,Saint Catherinne,Out,In,1789=05=30,1789>05>30,00338221
Ports francs et petites îles,France,73,Marennes,Dunkerque,,Saint Michel,Out,In,1789=06=09,1789>06>09,00338223
Ports francs et petites îles,France,112,Marennes,Dunkerque,,Des Bons Amis,Out,In,1789=06=10,1789>06>10,00338224
Ports francs et petites îles,France,69,Marennes,Dunkerque,,Saint Yves Marie,Out,In,1789=07=09,1789>07>09,00338232
Local,Local,36,La Rochelle,Moricq,,Bonne Esperance,Out,In,1789=03=19,1789>03>19,00340966
Ports francs et petites îles,Local,120,Marennes,Dunkerque,,Silphide,Out,In,1789=09=17,1789>09>17,00338260
Ports francs et petites îles,Local,110,Marennes,Dunkerque,,Désirée,Out,In,1789=09=11,1789>09>11,00338253
Ports francs et petites îles,France,76,Marennes,Dunkerque,,Sainte Anne,Out,In,1789=09=19,1789>09>19,00338263
Ports francs et petites îles,Local,112,Marennes,Dunkerque,,Neptune,Out,In,1789=09=19,1789>09>19,00338264
Ports francs et petites îles,France,101,Marennes,Dunkerque,,Marie Anne,Out,In,1789=09=25,1789>09>25,00338270
Ports francs et petites îles,Local,68,Marennes,Dunkerque,,Marquise Brack,Out,In,1789=10=03,1789>10>03,00338273
Ports francs et petites îles,France,59,Marennes,Dunkerque,,Fidélité,Out,In,1789=10=17,1789>10>17,00338277
Ports francs et petites îles,France,70,Marennes,Dunkerque,,Espérance,Out,In,1789=10=19,1789>10>19,00338279
Ports francs et petites îles,Ports francs et petites îles,90,Marennes,Dunkerque,,Deux Maries Elizabéth,Out,In,1789=10=19,1789>10>19,00338278
Ports francs et petites îles,Local,72,Marennes,Dunkerque,,Marie Françoise,Out,In,1789=11=02,1789>11>02,00338284
Ports francs et petites îles,France,65,Marennes,Dunkerque,,Saint Francois,Out,In,1789=11=07,1789>11>07,00338285
Local,Local,30,La Rochelle,Les Sables-d'Olonne,,Deux Soeures,Out,In,1789=07=08,1789>07>08,00340470
Ports francs et petites îles,France,62,Marennes,Dunkerque,,Amitié,Out,In,1789=11=10,1789>11>10,00338287
Ports francs et petites îles,France,64,Marennes,Dunkerque,,Espérance,Out,In,1789=11=12,1789>11>12,00338289
Ports francs et petites îles,Ports francs et petites îles,144,Marennes,Dunkerque,,Saint Pierre,Out,In,1789=11=19,1789>11>19,00338293
Ports francs et petites îles,France,93,Marennes,Dunkerque,,Jeune Saint Briac,Out,In,1789=11=19,1789>11>19,00338295
Ports francs et petites îles,Local,81,Marennes,Dunkerque,,Comtésse de Grally,Out,In,1789=11=24,1789>11>24,00338301
Ports francs et petites îles,France,133,Marennes,Dunkerque,,Reine Marie,Out,In,1789=11=26,1789>11>26,00338303
Local,Local,32,La Rochelle,Marennes,,Saint Jean Baptiste,Out,In,1789=08=07,1789>08>07,00340983
Ports francs et petites îles,Local,120,Marennes,Dunkerque,,Désiré,Out,In,1789=12=05,1789>12>05,00338310
Ports francs et petites îles,Local,91,Marennes,Dunkerque,,Francois Pierre,Out,In,1789=12=07,1789>12>07,00338312
Ports francs et petites îles,France,56,Marennes,Dunkerque,,Saint Simon,Out,In,1789=12=19,1789>12>19,00338321
Ports francs et petites îles,Local,93,Marennes,Dunkerque,,Lalliance,Out,In,1789=12=18,1789>12>18,00338320
Ports francs et petites îles,Ports francs et petites îles,80,Noirmoutier,Dunkerque,,Jully,Out,In,1789=08=10,1789>08>10,00338332
Ports francs et petites îles,Ports francs et petites îles,,Noirmoutier,Dunkerque,,Jeune Anette,Out,In,1789=08=11,1789>08>11,00338333
Ports francs et petites îles,France,71,Noirmoutier,Dunkerque,,Margueritte,Out,In,1789=09=11,1789>09>11,00338337
Ports francs et petites îles,Local,72,Noirmoutier,Dunkerque,,Comtesse de Grally,Out,In,1789=09=18,1789>09>18,00338338
Ports francs et petites îles,Ports francs et petites îles,80,Noirmoutier,Dunkerque,,Marie Arsenne,Out,In,1789=09=23,1789>09>23,00338342
Local,France,18,La Rochelle,Marennes,,Marie Louise,Out,In,1789=10=05,1789>10>05,00340990
France,France,76,Marennes,Dieppe,,Esperance,Out,In,1789=04=02,1789>04>02,00338354
France,France,135,Rochefort,Nantes,,Providence,Out,In,1789=07=10,1789>07>10,00340159
France,France,60,Marennes,Dieppe,,Marie Anne,Out,In,1789=09=09,1789>09>09,00338370
Ports francs et petites îles,Europe,27,Saint-Gilles-sur-Vie,Bayonne,,Notre Dame,Out,In,1789=05=22,1789>05>22,00339132
Local,Local,32,La Rochelle,Rochefort,,Deux Freres,Out,In,1789=05=14,1789>05>14,00340572
France,France,65,Marennes,Bordeaux,,Marie Vincente,Out,In,1789=01=14,1789>01>14,00338814
Local,Local,20,La Rochelle,Rochefort,,Paix,Out,In,1789=05=15,1789>05>15,00340573
France,France,56,Marennes,Bordeaux,,Marie Luce,Out,In,1789=02=27,1789>02>27,00338824
France,France,40,Marennes,Bordeaux,,Indécis,Out,In,1789=03=11,1789>03>11,00338828
France,Local,30,Marennes,Bordeaux,,Quatre Sœurs,Out,In,1789=01=31,1789>01>31,00338820
France,France,54,Marennes,Bordeaux,,Marianne,Out,In,1789=03=13,1789>03>13,00338830
France,Europe,60,Marennes,Bordeaux,,Reine Esther,Out,In,1789=03=23,1789>03>23,00338831
France,Europe,64,Marennes,Bordeaux,,Chasseur,Out,In,1789=04=06,1789>04>06,00338837
France,France,28,Marennes,Bordeaux,,Sainte Anne,Out,In,1789=04=10,1789>04>10,00338841
France,France,27,Marennes,Bordeaux,,Sainte Anne,Out,In,1789=04=10,1789>04>10,00338842
France,France,35,Marennes,Bordeaux,,Marie Vincente,Out,In,1789=04=20,1789>04>20,00338845
France,France,56,Marennes,Bordeaux,,Saint Joseph,Out,In,1789=05=01,1789>05>01,00338852
France,France,43,Marennes,Bordeaux,,Providance,Out,In,1789=05=04,1789>05>04,00338856
France,Europe,29,Marennes,Bordeaux,,Saint Francois,Out,In,1789=05=08,1789>05>08,00338858
France,France,59,Marennes,Bordeaux,,Marie Jeanne,Out,In,1789=05=09,1789>05>09,00338859
France,Europe,25,Marennes,Bordeaux,,Saint Francois,Out,In,1789=05=29,1789>05>29,00338874
France,France,47,Marennes,Bordeaux,,Saint Mathieu,Out,In,1789=05=11,1789>05>11,00338862
France,Local,43,Marennes,Bordeaux,,Amitié,Out,In,1789=05=23,1789>05>23,00338871
Local,Local,20,La Rochelle,Rochefort,,Deux Jumeaux,Out,In,1789=07=28,1789>07>28,00340588
France,Local,31,Marennes,Bordeaux,,Marie Brigitte,Out,In,1789=06=25,1789>06>25,00338883
Local,Local,36,La Rochelle,Rochefort,,Saint André,Out,In,1789=08=07,1789>08>07,00340592
France,Local,27,Marennes,Bordeaux,,Coutiche,Out,In,1789=06=26,1789>06>26,00338886
Local,France,70,La Rochelle,Rochefort,,Vigilent,Out,In,1789=06=08,1789>06>08,00340579
France,France,39,Marennes,Bordeaux,,Gaspard,Out,In,1789=08=22,1789>08>22,00338908
France,Local,46,Marennes,Bordeaux,,Don de Dieu,Out,In,1789=08=17,1789>08>17,00338904
Local,Local,20,La Rochelle,Rochefort,,Roché,Out,In,1789=06=10,1789>06>10,00340580
France,France,80,Marennes,Bordeaux,,Saint Jean Baptiste,Out,In,1789=09=17,1789>09>17,00338931
Local,Local,20,La Rochelle,Rochefort,,Roché,Out,In,1789=06=16,1789>06>16,00340581
France,France,48,Marennes,Bordeaux,,Société Patriotique,Out,In,1789=09=18,1789>09>18,00338932
France,Local,44,Marennes,Bordeaux,,Catherinne,Out,In,1789=09=18,1789>09>18,00338933
France,Local,52,Marennes,Bordeaux,,Don de Dieu,Out,In,1789=10=20,1789>10>20,00338951
Local,Local,20,La Rochelle,Rochefort,,Deux Jumeaux,Out,In,1789=10=17,1789>10>17,00340605
France,Local,27,Marennes,Bordeaux,,Saint Paul,Out,In,1789=10=26,1789>10>26,00338958
Local,Local,38,La Rochelle,Rochefort,,Saint Pierre,Out,In,1789=10=26,1789>10>26,00340606
France,Local,59,Marennes,Bordeaux,,Saint Pierre,Out,In,1789=11=02,1789>11>02,00338967
Local,Local,36,La Rochelle,Rochefort,,Petite Marie,Out,In,1789=07=24,1789>07>24,00340587
France,France,38,Marennes,Bordeaux,,Indécis,Out,In,1789=11=21,1789>11>21,00338978
France,Local,29,Marennes,Bordeaux,,Marie Marguéritte,Out,In,1789=11=17,1789>11>17,00338975
France,France,46,Marennes,Bordeaux,,Saint Jean,Out,In,1789=11=28,1789>11>28,00338982
Local,Local,38,La Rochelle,Rochefort,,Dauphin,Out,In,1789=07=28,1789>07>28,00340589
Local,Local,30,La Rochelle,Rochefort,,Saint Pierre,Out,In,1789=08=05,1789>08>05,00340590
France,Local,29,Marennes,Bordeaux,,Marie Brigitte,Out,In,1789=12=24,1789>12>24,00339000
France,France,16,Les Sables-d'Olonne,Bordeaux,,Marie Joseph,Out,In,1789=03=12,1789>03>12,00339006
Local,Local,20,La Rochelle,Rochefort,,Deux Jumeaux,Out,In,1789=08=08,1789>08>08,00340593
Local,Local,10,La Rochelle,Rochefort,,Marianne,Out,In,1789=08=19,1789>08>19,00340594
France,France,29,Les Sables-d'Olonne,Bordeaux,,Saint Jean,Out,In,1789=04=11,1789>04>11,00339013
France,Local,30,Les Sables-d'Olonne,Bordeaux,,Confiance,Out,In,1789=05=08,1789>05>08,00339015
Local,Local,30,La Rochelle,Rochefort,,Prophete Elie,Out,In,1789=08=22,1789>08>22,00340595
France,Local,30,Les Sables-d'Olonne,Bordeaux,,Providence,Out,In,1789=06=12,1789>06>12,00339018
Local,Local,20,La Rochelle,Rochefort,,Deux Jumeaux,Out,In,1789=08=22,1789>08>22,00340596
France,Local,30,Saint-Gilles-sur-Vie,Bordeaux,,Saint Hilaire,Out,In,1789=02=03,1789>02>03,00339024
France,Local,27,Saint-Gilles-sur-Vie,Bordeaux,,Saint Antoine,Out,In,1789=06=04,1789>06>04,00339029
France,France,44,Saint-Gilles-sur-Vie,Bordeaux,,Providence,Out,In,1789=10=31,1789>10>31,00339034
France,Local,12,Saint-Martin-de-Ré,Bordeaux,,Elizabeth,Out,In,1789=04=28,1789>04>28,00339035
Local,Local,20,La Rochelle,Rochefort,,Espérance,Out,In,1789=09=05,1789>09>05,00340599
Ports francs et petites îles,France,60,Les Sables-d'Olonne,Bayonne,,Elizabeth,Out,In,1789=02=12,1789>02>12,00339102
Ports francs et petites îles,France,50,Les Sables-d'Olonne,Bayonne,,Auguste Céléste,Out,In,1789=04=29,1789>04>29,00339105
Local,Local,40,La Rochelle,Moricq,,Guillaume,Out,In,1789=10=23,1789>10>23,00340951
Ports francs et petites îles,Local,75,Les Sables-d'Olonne,Bayonne,,Amitié,Out,In,1789=05=26,1789>05>26,00339108
Local,Local,15,Ars-en-Ré,Marans,,Aventure,Out,In,1789=05=06,1789>05>06,00339186
Ports francs et petites îles,Local,34,Les Sables-d'Olonne,Bayonne,,Heureux hazard,Out,In,1789=05=29,1789>05>29,00339109
Ports francs et petites îles,Local,70,Les Sables-d'Olonne,Bayonne,,Jeune Aimé,Out,In,1789=07=07,1789>07>07,00339112
Ports francs et petites îles,Local,60,Les Sables-d'Olonne,Bayonne,,Amitié,Out,In,1789=09=05,1789>09>05,00339116
Ports francs et petites îles,France,50,Les Sables-d'Olonne,Bayonne,,Auguste Céléste,Out,In,1789=09=21,1789>09>21,00339118
Ports francs et petites îles,Local,52,Saint-Gilles-sur-Vie,Bayonne,,Voltigeur,Out,In,1789=02=27,1789>02>27,00339127
Ports francs et petites îles,Local,49,Saint-Gilles-sur-Vie,Bayonne,,Volante,Out,In,1789=05=02,1789>05>02,00339129
Ports francs et petites îles,Local,50,Saint-Gilles-sur-Vie,Bayonne,,Beauséjour,Out,In,1789=05=09,1789>05>09,00339131
Local,Europe,70,Marennes,La Rochelle,,Saint Réné,Out,In,1789<05<30,1789>05>30,00341164
Ports francs et petites îles,Europe,48,Saint-Gilles-sur-Vie,Bayonne,,Notre Dame la Conception,Out,In,1789=07=03,1789>07>03,00339134
Ports francs et petites îles,Local,40,Saint-Gilles-sur-Vie,Bayonne,,Vigilant,Out,In,1789=08=20,1789>08>20,00339135
Local,Local,20,La Rochelle,Moricq,,Francoise,Out,In,1789=10=24,1789>10>24,00340952
Local,Local,15,Ars-en-Ré,Marans,,Ange Gabriel,Out,In,1789=02=27,1789>02>27,00339176
Local,Local,5,Ars-en-Ré,Marans,,Aventure,Out,In,1789=04=12,1789>04>12,00339182
Local,Local,15,Ars-en-Ré,Marans,,Don de Dieu,Out,In,1789=04=12,1789>04>12,00339183
Local,Local,15,Ars-en-Ré,Marans,,Marie Société,Out,In,1789=05=07,1789>05>07,00339188
Local,Local,15,Ars-en-Ré,Marans,,Paix désirée,Out,In,1789=05=23,1789>05>23,00339190
Local,Local,15,Ars-en-Ré,Marans,,Amitié,Out,In,1789=05=23,1789>05>23,00339192
Local,Local,15,Ars-en-Ré,Marans,,Saint Louis,Out,In,1789=06=13,1789>06>13,00339195
Local,Local,20,La Rochelle,Moricq,,Tonnant,Out,In,1789=11=30,1789>11>30,00340956
Local,Local,5,Ars-en-Ré,Marans,,Aventure,Out,In,1789=08=01,1789>08>01,00339197
Local,Local,15,Ars-en-Ré,Marans,,Deux Frères,Out,In,1789=08=07,1789>08>07,00339198
Local,Local,15,Ars-en-Ré,Marans,,Paix désirée,Out,In,1789=08=12,1789>08>12,00339199
Local,Local,5,Ars-en-Ré,Marans,,Aventure,Out,In,1789=08=14,1789>08>14,00339200
Local,Local,4,Ars-en-Ré,Marans,,Esperance,Out,In,1789=08=17,1789>08>17,00339202
Local,Local,6,Ars-en-Ré,Marans,,Aventure,Out,In,1789=09=03,1789>09>03,00339205
Local,Local,15,Ars-en-Ré,Marans,,Deux Frères,Out,In,1789=09=03,1789>09>03,00339206
France,France,132,Rochefort,Brest,,Marie Angelique,Out,In,1789=12=04,1789>12>04,00339987
Local,Local,15,Ars-en-Ré,Marans,,Société,Out,In,1789=09=08,1789>09>08,00339207
Local,Local,6,Ars-en-Ré,Marans,,Esperance,Out,In,1789=09=13,1789>09>13,00339208
Local,Local,3,Ars-en-Ré,Marans,,Esperance,Out,In,1789=10=02,1789>10>02,00339212
Local,Local,4,Ars-en-Ré,Marans,,Esperance,Out,In,1789=10=18,1789>10>18,00339214
Local,Local,15,Ars-en-Ré,Marans,,Saint Pierre,Out,In,1789=10=27,1789>10>27,00339215
Local,Local,15,Ars-en-Ré,Marans,,Jeanne Marie,Out,In,1789=10=30,1789>10>30,00339216
Local,Local,5,Ars-en-Ré,Marans,,Aventure,Out,In,1789=10=30,1789>10>30,00339217
Local,Local,4,Ars-en-Ré,Marans,,Aventure,Out,In,1789=11=28,1789>11>28,00339219
Local,Local,4,La Rochelle,Ribérou,,Ressource,Out,In,1789=09=09,1789>09>09,00340622
Local,Local,15,Ars-en-Ré,Marans,,Saint Louis,Out,In,1789=12=16,1789>12>16,00339223
Local,Local,5,Ars-en-Ré,Marans,,Aventure,Out,In,1789=12=20,1789>12>20,00339224
Local,Local,29,Marennes,Marans,,Aimable,Out,In,1789=03=16,1789>03>16,00339229
France,Europe,71,Rochefort,Nantes,,Hop,Out,In,1789=04=11,1789>04>11,00339741
Local,Local,32,Marennes,Marans,,Louis Alexandre,Out,In,1789=07=15,1789>07>15,00339246
Local,Local,32,Marennes,Marans,,Louis Alexandre,Out,In,1789=08=07,1789>08>07,00339249
Local,Local,29,Marennes,Marans,,Aimable,Out,In,1789=08=18,1789>08>18,00339253
Local,Local,25,Marennes,Marans,,Laimable Eugénie,Out,In,1789=09=22,1789>09>22,00339259
Local,Local,32,La Rochelle,Rochefort,,Sainte Marie,Out,In,1789=02=05,1789>02>05,00340548
Local,Local,24,Marennes,Marans,,Deux Frères,Out,In,1789=09=23,1789>09>23,00339260
Local,Local,24,Marennes,Marans,,Deux Fréres,Out,In,1789=10=22,1789>10>22,00339265
Local,Local,41,La Rochelle,Rochefort,,Petite Agathe,Out,In,1789=02=19,1789>02>19,00340553
Local,Local,24,Marennes,Marans,,Don de Dieu,Out,In,1789=09=28,1789>09>28,00339261
Local,Local,60,Marennes,Marans,,Saint Joseph,Out,In,1789=11=28,1789>11>28,00339280
Local,Local,24,Marennes,Marans,,Deux Fréres,Out,In,1789=12=09,1789>12>09,00339285
Local,Local,5,La Rochelle,Rochefort,,Deux Amis,Out,In,1789=02=27,1789>02>27,00340554
Local,Local,16,Marennes,Moricq,,Deux frères,Out,In,1789=07=07,1789>07>07,00339747
Local,Local,18,Marennes,Marans,,Saint Jaques,Out,In,1789=12=12,1789>12>12,00339287
France,Europe,75,île de Bouin,Nantes,,Saint Dominique,Out,In,1789=11=23,1789>11>23,00339301
France,France,28,île de Bouin,Nantes,,Sainte Anne,Out,In,1789=11=29,1789>11>29,00339302
France,France,20,île de Bouin,Nantes,,Zéphir,Out,In,1789=11=29,1789>11>29,00339305
France,Local,25,Saint-Gilles-sur-Vie,Bordeaux,,Epervier,Out,In,1789=09=07,1789>09>07,00339356
France,France,30,Saint-Gilles-sur-Vie,Bordeaux,,Fidélité,Out,In,1789=09=07,1789>09>07,00339359
Local,Local,20,La Rochelle,Ribérou,,Sainte Anne,Out,In,1789=01=19,1789>01>19,00340624
Local,Local,32,La Rochelle,Rochefort,,Union,Out,In,1789=03=16,1789>03>16,00340558
Local,Local,9,Saint-Martin-de-Ré,Rochefort,,Sainte Barbe,Out,In,1789=12=24,1789>12>24,00339450
Local,Local,20,La Rochelle,Ribérou,,Commerce,Out,In,1789=03=04,1789>03>04,00340628
Local,Local,40,La Rochelle,Moricq,,Catholique,Out,In,1789=04=30,1789>04>30,00340928
France,Local,20,La Rochelle,Nantes,,Espérance,Out,In,1789=07=31,1789>07>31,00340916
Local,Local,6,La Rochelle,Ribérou,,Bonne Suzanne,Out,In,1789=03=26,1789>03>26,00340630
Local,Local,3,Le Château-d'Oléron,Rochefort,,Suzane,Out,In,1789=03=24,1789>03>24,00339734
